date,open,high,low,close,volume
5/15/2012,125.81,126.58,123.29,123.88,1391100
5/16/2012,124.9,124.9,118.09,118.26,2237400
5/17/2012,118.35,119.19,116.32,116.47,1804400
5/18/2012,116.65,116.99,112.34,112.712,1944900
5/21/2012,112.04,117.88,111.3,117.43,1668500
5/22/2012,117.39,118.41,115.46,116.54,1296700
5/23/2012,115.2,118.3,113.92,117.84,1467000
5/24/2012,116.12,116.8,106.7915,108.56,5128400
5/25/2012,108.7,110.75,107.902,109.04,1789100
5/29/2012,110.06,110.68,107.31,108.44,1957700
5/30/2012,107.24,108.09,105.15,107.54,1974500
5/31/2012,103.74,103.95,99.47,103.48,5070800
6/1/2012,100,101.88,96.95,97.31,2682000
6/4/2012,98.24,98.45,95.66,97.51,1832000
6/5/2012,96.77,101.2,96.4518,100.89,2030600
6/6/2012,101.52,103.78,100.65,103.27,1790000
6/7/2012,105.18,107.19,101.3,101.55,3123300
6/8/2012,101.28,102.64,99.75,102.4,1522500
6/11/2012,104.1,104.97,99.83,100.12,1545500
6/12/2012,101.2,102.17,99.42,101.56,1491100
6/13/2012,101.43,102.47,100.32,101.1,973900
6/14/2012,101.27,101.57,99.25,100.51,1006200
6/15/2012,101.17,102.97,100.07,102.16,1620000
6/18/2012,101.35,103.22,99.13,102.71,1313500
6/19/2012,101.85,103.35,99.95,100.39,1994400
6/20/2012,100.39,102.11,99.53,101.25,1499100
6/21/2012,100.84,101.12,95.25,95.49,2244800
6/22/2012,96.45,99.6,96.12,99.3,1701800
6/25/2012,97.63,97.78,95.5,95.97,1641100
6/26/2012,96.51,97.21,95.09,95.77,1303000
6/27/2012,96.7,98.07,96.57,97.8,1361500
6/28/2012,96.63,99.4,92.09,93.36,2454900
6/29/2012,96.58,99.65,96.41,99.56,2149500
7/2/2012,98.45,99.51,96.69,98.01,1787000
7/3/2012,98.26,101.88,98.07,100.64,907300
7/5/2012,100.49,102.56,99.01,101.44,1402100
7/6/2012,97.21,97.66,93.04,94.49,3354800
7/9/2012,93.85,94.3,92.2018,92.62,1917600
7/10/2012,93.85,94.99,90.82,91.36,2003000
7/11/2012,91.44,94.14,90.96,92.46,2319000
7/12/2012,91.13,94.04,88.37,93.47,2792500
7/13/2012,93.51,94.35,90.27,91.39,1955100
7/16/2012,90.99,93.23,90.51,92.11,2041100
7/17/2012,92.4,92.95,89.35,91.76,1846900
7/18/2012,93.26,99.54,93.26,98.59,4797500
7/19/2012,94.94,103.13,93.2,102.75,6537500
7/20/2012,101.23,102.05,95.94,96.1,3695000
7/23/2012,93.49,94.59,90.55,93.59,2611700
7/24/2012,93.1,93.27,88.3,89.44,3214500
7/25/2012,90.64,92.89,89.79,91.98,2574100
7/26/2012,93.92,96.76,93.11,94.55,2082700
7/27/2012,95.42,98.45,93.85,97.75,2091300
7/30/2012,97.7,98.5,94.71,95.28,1338200
7/31/2012,94.75,95.32,92.73,93.38,1611100
8/1/2012,94.44,94.47,92.9,93.91,1300900
8/2/2012,92,93.9288,90.285,90.53,2055900
8/3/2012,92.83,93.8,91.9,92.78,1463900
8/6/2012,93.68,97.8797,92.81,97.13,1771200
8/7/2012,97.85,103.87,97.6768,101.62,2081700
8/8/2012,100.79,102.69,100.52,101.1,1156100
8/9/2012,101.66,103.9,101.52,103.21,1043900
8/10/2012,102.5,103.37,101.43,102.23,1103400
8/13/2012,101.89,102.075,99.79,100.72,925200
8/14/2012,101,101.28,96.8,96.99,1812600
8/15/2012,97.62,99.74,97,99.29,1550300
8/16/2012,100,104.5,99.89,104.05,2021500
8/17/2012,104.37,104.875,102.4,103.56,1400500
8/20/2012,103.19,103.77,101.03,101.68,1009000
8/21/2012,102.44,103.366,101.0775,102.31,1291700
8/22/2012,101,101,98.71,100.23,1321600
8/23/2012,99.71,100.98,98.26,99.02,1291900
8/24/2012,98.92,99.49,98.1201,98.65,1370300
8/27/2012,99.48,100.93,98.05,100.49,1179600
8/28/2012,100.21,101.77,99.73,100.83,1208700
8/29/2012,101,102.63,100.53,102.09,1396000
8/30/2012,101.04,101.08,97.34,97.39,1854700
8/31/2012,98.76,99,95.91,97.49,1650000
9/4/2012,97.27,97.48,93.6201,94.47,2204400
9/5/2012,94.3,95.77,93.77,94.49,1344500
9/6/2012,95.21,99.36,95.14,99.05,1767700
9/7/2012,99.05,102,98.7,100.27,1654200
9/10/2012,99.84,100.438,96.45,96.63,1778000
9/11/2012,96.53,96.84,94.52,95.31,2467400
9/12/2012,95.82,97.8,95.74,96.97,1634900
9/13/2012,97.39,101.1885,97.1,100.39,1755300
9/14/2012,101.05,103.96,101.01,103.67,2245500
9/17/2012,103.35,105.95,102.41,104.46,2246200
9/18/2012,106.71,111.58,106.64,108.62,3794000
9/19/2012,109.38,110.93,108.11,110.57,2205600
9/20/2012,109.89,110.27,108.1501,109.36,1520700
9/21/2012,110,110.95,107.46,107.88,1693500
9/24/2012,106.43,109.21,105.19,109.03,1488100
9/25/2012,109.78,111,106.72,107.06,1436900
9/26/2012,107.25,107.38,103.76,105.08,1256600
9/27/2012,106,107.63,105.25,106.495,1452900
9/28/2012,106.41,107.26,104.21,104.64,1923500
10/1/2012,105.72,106.6,104.01,104.69,982700
10/2/2012,105.5,107.02,104.49,106.97,1359000
10/3/2012,107.22,108.37,106.22,107,1607700
10/4/2012,106.81,107.75,105.15,107.43,1425800
10/5/2012,105.54,107.08,102.82,103.43,2234800
10/8/2012,102.78,106.98,102.03,103.88,1496500
10/9/2012,103.52,103.75,100.5,102.08,1644600
10/10/2012,101.56,101.59,98.25,98.77,2515400
10/11/2012,100.29,101.47,97.8,98.79,1962000
10/12/2012,99.05,99.98,97.05,97.273,1234600
10/15/2012,97.71,98.39,96.4,98.31,1221600
10/16/2012,99,101.27,98.625,101.1918,1774200
10/17/2012,98.75,99.69,97.07,97.33,2153700
10/18/2012,97.71,98.25,96.13,97.05,1691300
10/19/2012,98.58,99.42,95.78,95.84,1756800
10/22/2012,96.24,97.71,95.08,95.97,1087500
10/23/2012,94.77,96.72,93.65,95.54,1212200
10/24/2012,97.94,97.94,93.02,93.3247,4276400
10/25/2012,82.8,83.95,81.07,83,8454400
10/26/2012,83.5,84.44,81.52,81.78,2756500
10/31/2012,82,83.13,81.61,82.59,1990500
11/1/2012,82.32,86.86,82.03,86.1,3200100
11/2/2012,85.28,86.18,82.16,82.59,2729200
11/5/2012,82.09,85.38,81.57,85.13,1747200
11/6/2012,85.56,88.15,85.28,87.67,2459300
11/7/2012,87.24,90.41,86.9,88.35,3316000
11/8/2012,88.74,89.78,86.5,86.76,1872000
11/9/2012,86.8,89.14,86.42,87.93,1763600
11/12/2012,88.15,88.57,85.17,86.14,1807700
11/13/2012,88.17,89.87,86.49,86.54,2395000
11/14/2012,88.2,90.82,86.98,87.5,3320500
11/15/2012,88.02,88.5,84.71,87.71,3147100
11/16/2012,88.11,88.42,85.21,86.6381,2098900
11/19/2012,88.16,88.64,86.58,88.08,1562600
11/20/2012,88.322,88.322,86.62,87.476,1585000
11/21/2012,87.63,90.2,87.5101,90.05,1216000
11/23/2012,89.97,92.44,89.97,92.16,902400
11/26/2012,91.69,92.65,91.3601,92.61,1112900
11/27/2012,92.03,93.441,91.75,91.83,1132700
11/28/2012,91.02,92.46,90.04,92.37,1043100
11/29/2012,93.24,94.566,92.82,93.97,1297600
11/30/2012,94.12,95.2,93.0001,93.68,1441000
12/3/2012,94.18,95.36,93.52,93.94,1005600
12/4/2012,94.27,94.45,92.56,92.98,1568800
12/5/2012,92.73,93.68,91.5,92.96,1345200
12/6/2012,92.55,93.5,91.19,92.5192,1648200
12/7/2012,92.91,93.13,90.92,92.37,999600
12/10/2012,92.27,94.84,92.07,93.77,1007700
12/11/2012,94.41,95.45,94.236,94.92,1171600
12/12/2012,95.27,96.12,93.8,94.2,1234300
12/13/2012,93.95,93.95,91.48,93.73,1976400
12/14/2012,93.55,93.76,89.61,90.4097,2591400
12/17/2012,90.7,92.66,90,92.6,1023100
12/18/2012,93.08,97.415,93,97.29,1821500
12/19/2012,97.03,98.45,96.12,96.44,1141900
12/20/2012,96.71,97.64,95.5,97.33,1038800
12/21/2012,95.83,98.51,94.76,97.46,2026200
12/24/2012,97.17,97.4999,95.23,96.19,465500
12/26/2012,96.25,99.389,96.034,97.35,736400
12/27/2012,97.41,97.6,94.91,97.13,1152000
12/28/2012,96.17,97.01,95.385,96.14,609600
12/31/2012,96.13,97.52,95.45,97.15,1320200
1/2/2013,100.03,101.89,99.58,101.11,1278900
1/3/2013,100.43,101.03,96.92,97.25,1941800
1/4/2013,97.74,99.36,96.77,97.53,1643300
1/7/2013,97.77,97.9,95.6,96.2357,1319000
1/8/2013,96.24,96.95,93.2,95.01,1339100
1/9/2013,95.14,95.98,94.47,95.66,777500
1/10/2013,96.33,97.13,94.89,95.71,1002100
1/11/2013,96.5,99.38,96.33,97.89,1797600
1/14/2013,97.73,98.92,96.93,97.19,1091000
1/15/2013,96.49,98,95.38,97.44,999900
1/16/2013,97.44,98.15,96.52,97.32,776700
1/17/2013,97.79,99.05,97.65,98.52,837300
1/18/2013,98.18,98.55,96.84,96.89,1389600
1/22/2013,95.01,96.99,94.02,96.69,2242000
1/23/2013,97.33,99.05,96.07,98.81,3721200
1/24/2013,103,107.37,102.052,103.22,4664900
1/25/2013,103.54,106.17,103.54,105.43,1804200
1/28/2013,105.69,106.87,105.01,105.66,1203700
1/29/2013,103.57,105.12,101.4,104.81,1680300
1/30/2013,104.85,105.7,103.98,104.95,1437900
1/31/2013,105.79,106.24,103.55,104.88,1460400
2/1/2013,106.35,107.1,104.34,105.96,1847700
2/4/2013,105.48,107.82,104.65,105.7,1710000
2/5/2013,106.2,107.17,106.1464,106.25,752200
2/6/2013,105.75,107.745,105.68,107.66,1120900
2/7/2013,107.54,107.99,104.13,105,1763800
2/8/2013,105.16,106.66,104.54,105.25,1049700
2/11/2013,104.52,105.89,103.31,103.52,896000
2/12/2013,103.29,103.74,101.88,102.15,1136800
2/13/2013,102.26,103.6,100.38,102.28,1201900
2/14/2013,101.83,102.03,100.31,100.89,1422100
2/15/2013,100.81,101.76,100.37,101.72,1391400
2/19/2013,101.77,103.84,101.5091,103.62,976700
2/20/2013,103.75,105.3,102.18,102.2,2167200
2/21/2013,102.12,102.47,99.276,100.73,1093400
2/22/2013,101.36,102,99.79,101.06,903200
2/25/2013,99.15,99.5,93.79,93.9,3770100
2/26/2013,94.16,96.65,93.66,94.64,1887800
2/27/2013,94.68,94.89,92.87,93.04,1807900
2/28/2013,92.69,95.13,92.01,94.43,1971500
3/1/2013,94.22,94.46,92.8,93.58,1261900
3/4/2013,93.07,93.56,92.18,92.65,1495500
3/5/2013,93.27,93.94,92.57,93.43,1597200
3/6/2013,94.02,94.4,92.71,93.11,869400
3/7/2013,94.03,95.67,93.08,94.23,1315500
3/8/2013,94.68,95.4,93.79,94.01,1713800
3/11/2013,93.9,94.87,93.4019,94.74,1049300
3/12/2013,94.43,95.2172,92.85,93.46,1145300
3/13/2013,93.55,95,92.12,92.79,1262600
3/14/2013,93,93.095,91.07,91.31,2155000
3/15/2013,91.14,92.54,90.65,90.91,1867000
3/18/2013,89.53,90.44,87.97,90.24,1709200
3/19/2013,90.34,90.3625,88.1,89.7,1261300
3/20/2013,90.63,91.1,89.89,90.95,1056600
3/21/2013,90,91.2,88.66,89.03,1003300
3/22/2013,89.11,89.7,86.33,87.01,1803400
3/25/2013,87.44,88.15,86.97,87.48,1219300
3/26/2013,87.84,88,87.03,87.57,807100
3/27/2013,88.45,89.05,87.51,88.72,1427300
3/28/2013,88.43,89.807,87.83,89.08,1130300
4/1/2013,88.84,89.39,87.61,87.91,861700
4/2/2013,89.88,90,88.92,89.83,1542900
4/3/2013,90.75,92.57,89.88,90.52,1931300
4/4/2013,90.11,91,89.69,90.42,2179800
4/5/2013,73.33,75.79,71.95,73.21,12459200
4/8/2013,73.37,73.4,71.65,72.77,3425600
4/9/2013,72.75,73.43,72.07,72.45,2672300
4/10/2013,72.93,73.79,72.12,73.4,1959100
4/11/2013,73.38,76.76,72.96,75.9,2503200
4/12/2013,75.61,75.845,73.86,74.98,1418500
4/15/2013,74.57,75.13,72.8,73,1409300
4/16/2013,73.44,74.56,73.09,73.94,1263300
4/17/2013,73.45,74.64,72.98,73.49,1407700
4/18/2013,73.74,74.18,72.2,72.54,1068800
4/19/2013,72.47,72.48,71.145,71.38,1434800
4/22/2013,71.73,71.99,70.6,71.43,1311300
4/23/2013,71.71,72.98,71.71,72.33,1214900
4/24/2013,72.2,72.74,71.21,72.35,1747100
4/25/2013,76.68,81.3,74.31,74.89,5904700
4/26/2013,73.74,75.2,73.23,74.2,1626600
4/29/2013,74.27,77.03,73.65,75.96,1840400
4/30/2013,75.31,77.25,74.281,76.43,1676000
5/1/2013,76.1,76.32,73.77,74.12,1903000
5/2/2013,73.31,76.12,73,74.5,1938500
5/3/2013,75.65,76.04,75.045,75.37,1074300
5/6/2013,75.5,77.55,75.1,77.52,1364500
5/7/2013,78.22,79,76.71,76.96,1434300
5/8/2013,76.64,78.71,76.57,78.7,1647200
5/9/2013,78.78,79.87,78.22,79.17,1855600
5/10/2013,79.39,80.03,79.16,79.99,1279900
5/13/2013,80.24,80.4099,78.22,78.34,1922200
5/14/2013,78.5,79.13,77.52,78.86,1193000
5/15/2013,78.6,80.08,77.6,79.91,1793700
5/16/2013,82.57,86.219,82.005,82.6,2719500
5/17/2013,82.55,83.18,81.725,82.63,1310200
5/20/2013,82.18,83.55,81.4,82.88,1081400
5/21/2013,83.21,83.48,82.498,82.66,1169300
5/22/2013,83.09,84.5,81.65,82.02,1540700
5/23/2013,81.19,81.59,80.134,81.22,964100
5/24/2013,80.72,81.78,80.08,81.56,802700
5/28/2013,82.51,83.72,82.5,83.67,1229500
5/29/2013,83.31,83.725,82.37,83.29,1407300
5/30/2013,83.14,84.69,83.04,84.12,1250200
5/31/2013,83.64,84.3255,82.9001,83.21,1217300
6/3/2013,80.6,80.95,77.22,79.16,2903800
6/4/2013,79.31,80,76.74,77.32,1551700
6/5/2013,77.25,78.18,75.755,76.83,1685300
6/6/2013,78.12,79.05,77.47,79,1600000
6/7/2013,79.18,79.2,77.11,78.07,1385400
6/10/2013,78.18,78.61,76.67,77.47,1338300
6/11/2013,76.57,77.82,75.25,75.34,1244200
6/12/2013,75.92,76.07,73.67,74.1,1337300
6/13/2013,73.86,75.27,73.42,74.97,2132500
6/14/2013,74.92,75.4599,73.66,73.99,1186000
6/17/2013,74.6,75.31,74.05,74.53,1181000
6/18/2013,74.51,76.74,74.51,76.06,1095800
6/19/2013,76.33,76.62,74.4,74.45,970000
6/20/2013,73.95,74.1199,72.03,72.32,1970200
6/21/2013,71.9,72.35,70.02,70.92,2831200
6/24/2013,70.23,70.32,67.53,68.02,2239700
6/25/2013,68.67,69.29,67.84,68.5,1596100
6/26/2013,69.22,69.22,68.17,68.58,1201400
6/27/2013,68.8,70.15,68.58,70.05,1397900
6/28/2013,71.12,71.22,68.69,68.8,2876200
7/1/2013,70,70.46,69.3,69.61,1886900
7/2/2013,69.7,69.97,68.69,68.94,2427900
7/3/2013,68.53,69.9,68.4,69.32,1347400
7/5/2013,69.78,69.905,68.775,69.19,1692900
7/8/2013,69.55,69.69,68.22,68.52,1692900
7/9/2013,68.99,69.71,68.48,69.36,2158600
7/10/2013,69.44,72.34,69.36,71.95,3667900
7/11/2013,74.6,76.18,74.49,76.09,3204400
7/12/2013,77.38,79.83,76.86,79.79,3133100
7/15/2013,79.68,81.95,79.24,81.41,2776300
7/16/2013,81.47,82,79.77,80.43,1783300
7/17/2013,80.76,81.38,80.43,80.9,1129900
7/18/2013,80.96,82.55,80.41,81.74,1295600
7/19/2013,81.35,81.79,79.95,80.29,1427000
7/22/2013,81.6,81.6,79.88,80.34,1030400
7/23/2013,80.61,80.78,79.6,79.91,1133500
7/24/2013,81.69,82.49,80.81,81.42,2835100
7/25/2013,87.97,92.79,87.26,87.29,7381400
7/26/2013,86.76,88.2,86.34,87.65,2077600
7/29/2013,87.29,87.8399,85.6163,86.8,1178600
7/30/2013,86.81,88.45,86.5711,87.89,1440800
7/31/2013,88,88.379,86.84,87.8,1514600
8/1/2013,88.26,89.19,87.39,89.04,2084400
8/2/2013,87.82,88.5,87.02,88.45,1251700
8/5/2013,87.99,89.22,87.655,88.73,1474000
8/6/2013,88.78,89.07,88.03,88.46,1455600
8/7/2013,88.42,89.58,87.6564,88.38,1535700
8/8/2013,88.8,91,88.64,90.22,1800000
8/9/2013,89.93,91.17,89.69,89.88,1771100
8/12/2013,91.93,94.33,91.53,92.7,2668900
8/13/2013,92.57,93.69,91.72,93,1147600
8/14/2013,92.39,93.65,92.25,92.5,906400
8/15/2013,90.37,90.39,87.63,89.23,2386400
8/16/2013,89.3,89.7199,87.46,87.49,1299700
8/19/2013,87.86,88.11,85.63,85.7,1333900
8/20/2013,85.82,87.02,85.39,86.81,1037100
8/21/2013,86.08,86.76,85.25,85.38,1254300
8/22/2013,86.17,88.09,85.77,87.69,1206400
8/23/2013,88.22,88.3,86.66,87.1,1047400
8/26/2013,86.86,87.395,85.67,85.86,843900
8/27/2013,84.24,84.89,82.6,82.84,1436700
8/28/2013,82.78,83.748,82.27,83.22,699800
8/29/2013,83.29,84.92,83.29,84.12,607700
8/30/2013,84.5,84.63,82.785,83.38,818700
9/3/2013,84.22,86.11,84.161,85.02,1502800
9/4/2013,85.1,86,84.11,85.4,1160200
9/5/2013,85.43,87.18,85.28,86.52,1408900
9/6/2013,86.75,87.82,85.74,86.88,1214600
9/9/2013,87.51,88.79,87.15,88.44,990200
9/10/2013,88.88,90.22,88.4,89.96,1428400
9/11/2013,89.23,93.2,89.15,92.02,2209200
9/12/2013,91.94,92.288,90.575,90.63,1491100
9/13/2013,91.02,92.04,90.4,92.01,1166900
9/16/2013,93,93.18,90.57,90.88,988100
9/17/2013,91.07,92.43,90.57,91.632,780800
9/18/2013,91.65,93.32,90.88,92.942,964600
9/19/2013,93.19,93.49,92.43,93.1,697500
9/20/2013,94.33,94.66,93.33,93.618,1674200
9/23/2013,93.59,93.77,89.13,89.17,1795300
9/24/2013,87.49,87.966,86.05,87.07,2232900
9/25/2013,86.97,88.35,86.04,87.99,1130400
9/26/2013,88.2,89.57,87.31,88.1,943500
9/27/2013,87.46,87.98,86.3709,86.8,715200
9/30/2013,86,86.87,85.31,85.808,964500
10/1/2013,86.1,89.1,85.58,88.97,1533000
10/2/2013,88.18,89.96,87.94,89.88,1095500
10/3/2013,89.96,91.14,87.65,88.45,1245100
10/4/2013,89.89,91.68,89.5,91.54,1408600
10/7/2013,90.86,93.25,90.5065,92.02,1592900
10/8/2013,91.99,92.73,88.7,88.79,1782300
10/9/2013,89.27,89.89,86.02,87.9,1472400
10/10/2013,87.73,89.4975,87.51,89.22,1529000
10/11/2013,88.77,91.1,88.32,90.5,1105700
10/14/2013,89.62,90.59,88.98,90.21,1081200
10/15/2013,89.9,90.37,87.51,87.55,2005300
10/16/2013,88.36,88.6,87.411,88.52,1322300
10/17/2013,87.5,88.06,85.87,85.922,2228300
10/18/2013,86.64,88.06,85.9249,87.81,1877500
10/21/2013,88.18,90.12,88.01,90.11,1687800
10/22/2013,91.23,91.71,89.53,90.65,2046500
10/23/2013,90.49,90.83,85.58,86.31,5614100
10/24/2013,88.04,91.68,84.2,85.152,6629900
10/25/2013,85.5,85.88,82.36,82.709,3222200
10/28/2013,82.55,84.86,82.52,84.28,2697800
10/29/2013,84.5,85.32,83.16,84.16,2091900
10/30/2013,84.64,84.7475,83,83.49,1326800
10/31/2013,83.33,83.5,81.07,81.535,2737600
11/1/2013,81.47,81.899,78.74,79.43,7302400
11/4/2013,79.73,80.47,78.14,79.55,2533200
11/5/2013,79.6,80.56,79.11,79.74,1962700
11/6/2013,80.34,81.42,79.8965,81.2,1594100
11/7/2013,81.11,81.79,80.12,80.39,1618500
11/8/2013,80.37,82.13,80.34,82.02,1911900
11/11/2013,82.23,83.18,81.33,82.86,1577600
11/12/2013,83.5,84.87,83.5,84.13,1981800
11/13/2013,83.85,85.31,83.81,84.64,2064400
11/14/2013,83.32,85.12,82.06,84.05,2406100
11/15/2013,84.23,85.49,83.93,84.62,1673500
11/18/2013,84.74,85.41,83.78,83.89,1654900
11/19/2013,83.71,83.9999,81.05,82.02,1785200
11/20/2013,82.29,83.32,81.39,81.56,906400
11/21/2013,82.07,83.18,81.6,82.912,918400
11/22/2013,83.2,83.43,81.67,82.94,1228800
11/25/2013,82.97,83.01,80.82,80.9,1401400
11/26/2013,81.22,82.69,80.76,81.84,2178000
11/27/2013,81.88,82.65,81.36,82.38,1276100
11/29/2013,82.56,82.6815,81.78,82.26,625400
12/2/2013,82.11,82.55,81.8,82.05,935300
12/3/2013,81.36,82.27,81.25,82.08,1289900
12/4/2013,81.58,83.25,81.53,82.81,2270700
12/5/2013,82.62,82.839,81.48,81.5,1586300
12/6/2013,82.56,84.04,81.2,83.59,1772300
12/9/2013,83.94,85.61,83.69,85.18,1581800
12/10/2013,84.81,85.31,84.49,84.72,1162500
12/11/2013,85.5,85.5,84.14,84.24,1955500
12/12/2013,83.92,84.43,81.71,81.99,1493800
12/13/2013,82.4,82.4716,81.22,81.47,982500
12/16/2013,82.42,84.17,81.79,83.44,1962000
12/17/2013,83.73,85.14,83.63,84.25,1701000
12/18/2013,83.95,84.26,82.53,84.11,1435300
12/19/2013,83.58,85.53,83.58,84.98,1367100
12/20/2013,85.82,88.5,85.152,88.1,3313700
12/23/2013,88.5,89.845,87.915,89.51,2078000
12/24/2013,89.5,89.95,89.33,89.44,533000
12/26/2013,89.5,89.85,89.1049,89.28,905800
12/27/2013,89.22,89.83,89,89.22,702100
12/30/2013,89.27,90.79,88.89,89.89,930200
12/31/2013,90.2,91.28,89.77,90.86,953100
1/2/2014,90.42,90.47,88.445,88.89,1039500
1/3/2014,89.08,89.29,87.82,88.03,1067300
1/6/2014,89.26,89.65,87.52,87.78,1797900
1/7/2014,88.12,90.26,87.7,89.64,1728300
1/8/2014,89.62,90.57,88.52,89.37,1663800
1/9/2014,89.74,89.74,87.47,88.06,1064600
1/10/2014,88.33,88.54,87.56,88.52,941000
1/13/2014,91.08,93.5,90.72,92.01,4484700
1/14/2014,92.22,94.98,91.9927,94.52,2215000
1/15/2014,95,98.17,94.71,97.5,2483800
1/16/2014,97.44,98.18,96.91,97.75,1152200
1/17/2014,97.51,97.75,96.4,96.92,1440700
1/21/2014,97.83,98.65,97.37,98.2,2166800
1/22/2014,98,98.87,97.16,97.48,2956000
1/23/2014,107.99,109,102.39,102.49,7226100
1/24/2014,102.17,106.12,101,104.91,4481600
1/27/2014,105.23,108.14,104.71,106.5,3837300
1/28/2014,106.23,110.42,106.06,109.74,3910100
1/29/2014,107.18,109.08,106.72,107.48,2955500
1/30/2014,108.25,110.8999,107.25,109.95,2248700
1/31/2014,109.69,109.69,106.5,107.02,2797100
2/3/2014,104.58,106.7,103.82,104.93,2649200
2/4/2014,105.26,107,104.64,106.47,2289400
2/5/2014,105.63,105.95,102.24,103.95,2231400
2/6/2014,104,106.76,103.99,106.07,1453100
2/7/2014,106.82,107.4,105.37,107.28,1626400
2/10/2014,107.5,110.65,107.43,109.5,1764600
2/11/2014,109.33,112.59,109.03,112.26,2553000
2/12/2014,112.5,114.25,111.07,111.55,2177000
2/13/2014,110.25,111.75,108.8,111.74,2374500
2/14/2014,111.84,112.41,111,111.91,1078100
2/18/2014,111.69,112.49,111.35,112.12,1057500
2/19/2014,112.23,112.59,109.43,109.65,1497100
2/20/2014,109.82,111.3,108.92,110.52,1074000
2/21/2014,112.5,112.99,109.7,110.28,1356900
2/24/2014,110.27,113.77,110.2101,111.91,1097900
2/25/2014,112.45,113,109.76,110.22,990700
2/26/2014,110.41,114.76,110.03,113.89,1719300
2/27/2014,113.36,114.86,112.56,114.51,1166000
2/28/2014,114.86,114.86,111.07,112.34,1749400
3/3/2014,110.3,111.59,108.54,111.18,1560200
3/4/2014,112.77,113.53,111.94,113.12,1019600
3/5/2014,113.33,115.54,112.5901,114.66,1406500
3/6/2014,114.24,115.1,112.25,114.77,1106600
3/7/2014,115.95,116.707,113.97,114.78,1733700
3/10/2014,113.92,114.92,111.5,111.97,1430700
3/11/2014,112.95,114.85,111.44,111.93,1545900
3/12/2014,111.31,112.23,110.78,111.62,1236100
3/13/2014,111.74,112.07,106.5,107.5,2488500
3/14/2014,107.53,109.13,107.05,107.47,1511100
3/17/2014,108.15,111.1,107.87,110.37,1567400
3/18/2014,110.24,111.54,109.84,110.78,891800
3/19/2014,111.49,114.84,111.07,113.46,1768100
3/20/2014,112.63,114.85,112.19,114.09,1092100
3/21/2014,115.19,115.19,112.19,112.83,1853900
3/24/2014,112.64,112.76,107,107.87,2103800
3/25/2014,108.75,111,107.19,108.83,1349500
3/26/2014,109.59,110,103.83,104.65,2003100
3/27/2014,104.33,108.09,103.14,106.31,1918700
3/28/2014,106.68,107.7401,104.03,105.14,1339700
3/31/2014,106.2,107.43,105.984,106.63,2051000
4/1/2014,107.05,110.83,107.05,109.66,1637700
4/2/2014,109.52,110.47,108.35,109.23,1170500
4/3/2014,109.15,109.23,106.41,106.97,1501400
4/4/2014,107.31,108.1,103.3,104.44,3244500
4/7/2014,104.13,106.74,103.69,105.35,1700500
4/8/2014,105.19,108.12,104.9,107.45,1662200
4/9/2014,107.58,109.92,106.92,109.749,1448100
4/10/2014,109.49,109.53,103.837,104.28,1713200
4/11/2014,103.39,105.39,102.51,103.01,1473400
4/14/2014,105.79,109.45,105.3304,107.05,2178700
4/15/2014,106.76,108.5,104.661,107.73,1519400
4/16/2014,108.39,109.43,106.35,108.31,880800
4/17/2014,108.31,108.7,106.46,108.4,1042700
4/21/2014,108.42,109.44,106.87,108.77,1128500
4/22/2014,108.86,110.358,107.8,109.22,850900
4/23/2014,109,109,106.51,108.19,1551100
4/24/2014,112.84,112.84,104.03,105.98,2950200
4/25/2014,105.33,105.88,102.89,103.52,1235300
4/28/2014,103.85,104.24,99.26,102.34,1803900
4/29/2014,102.97,105.74,102.08,105.27,1873100
4/30/2014,104.93,105.82,103.98,105.17,1651700
5/1/2014,104.65,107.33,104.29,106.7,1635000
5/2/2014,105.27,106.99,103.6,103.72,1753300
5/5/2014,103.1,104.24,102.74,103.83,1198300
5/6/2014,103.8,104.32,103.05,103.16,1102800
5/7/2014,103.01,103.31,99.95,100.91,1959300
5/8/2014,100.73,103.38,99.93,101.33,1108300
5/9/2014,101.42,102.82,99.96,102.71,1124700
5/12/2014,102.35,105.8475,101.65,105.44,1214800
5/13/2014,105.39,105.5,103.96,104.82,775300
5/14/2014,104.83,105.118,103.26,103.43,801200
5/15/2014,104.11,104.5,101.16,103.26,1241200
5/16/2014,102.85,103.0496,100.73,102.62,919500
5/19/2014,102.81,107.62,102.6,107.2201,1625200
5/20/2014,106.66,107.16,104.98,105.92,944100
5/21/2014,106,107.28,105.64,106.99,854900
5/22/2014,106.82,108.65,106.51,107.63,887500
5/23/2014,107.53,108.32,106.46,107.75,2093500
5/27/2014,108.17,109.97,107.65,109.68,980800
5/28/2014,109.86,110.75,108.17,108.49,1051900
5/29/2014,109.08,110.48,108.33,110.45,685100
5/30/2014,110.66,110.66,108.31,108.55,1041600
6/2/2014,108.93,109.77,107.7,109.57,848700
6/3/2014,108.37,110.5,108.215,110.07,811900
6/4/2014,109.5,111,108.73,108.98,1036700
6/5/2014,109.44,111.45,108.795,110.94,976000
6/6/2014,111.22,112.5,110.58,111.36,641200
6/9/2014,111.76,112.39,111.08,111.37,1001600
6/10/2014,111.55,112.83,111.09,112.59,780500
6/11/2014,111.96,113.39,111.85,112.37,529900
6/12/2014,112.19,112.64,111,111.54,618800
